text,text_clean
ganti ke shell,"['ganti', 'shell']"
aaku juga gituuuu,"['aaku', 'gituuuu']"
hidup udh sulit jadi nambah sulit,"['hidup', 'sulit', 'nambah', 'sulit']"
rezeki orang bengkel,"['rezeki', 'orang', 'bengkel']"
kapan Shell ada bensin nya?,"['shell', 'bensin']"
viralin,['viralin']
bahlulll,['bahlulll']
bekel full senyum 😂,"['bekel', 'full', 'senyum']"
kalau rusak di ganti negara mah gpp ini kita betulin sendiri bensin beli sendiri 🗿,"['rusak', 'ganti', 'negara', 'mah', 'tidak', 'betulin', 'bensin', 'beli']"
"ohh mrebet gara"" pertalite ya, kirain krna blm gnti olii","['oh', 'mrebet', 'gara', 'pertalite', 'ya', 'kirain', 'krna', 'blm', 'gnti', 'oli']"
cung ☝️aku baru aja tadi malam kak motor Kaka ku sih tapinya berebet brebet mogok² gitu mana nggak ada engkolannya lagi,"['cung', 'aja', 'malam', 'kak', 'motor', 'kakak', 'ku', 'tapi', 'rebet', 'brebet', 'mogok', 'gitu', 'tidak', 'engkol']"
pantes motor ku juga ngadat2 gitu jalannya😭,"['pantes', 'motor', 'ku', 'ngadat', 'gitu', 'jalan']"
inilah akibat pejabat di isi sama yg bukan teknokrat. please lah kedepan jabatan mentri harus di isi sama teknokrat seperti pak purbaya,"['akibat', 'jabat', 'isi', 'bukan', 'teknokrat', 'please', 'depan', 'jabat', 'tri', 'isi', 'teknokrat', 'purbaya']"
lah gua kira punya gua doang 🗿,"['gua', 'gua', 'doang']"
"yg isi pertamax sama juga bg ,,keluhannya sama gitu 🥲🥲","['isi', 'pertamax', 'bg', 'keluh', 'gitu']"
kalo pertamax nggak bang?,"['pertamax', 'tidak', 'bang']"
binggung nya kok gw searching BBM masih belum dikasih etanol yah tpi kok pada ada masalah Mulu saat udh ke isi BBM di SPBU,"['binggung', 'searching', 'bbm', 'kasih', 'etanol', 'yah', 'tpi', 'mulu', 'isi', 'bbm', 'spbu']"
"tmpat ku aman2 aj anjir🤣🤣.. mlh belinya di ecerann..
daerah jawa aj ituu..","['tmpat', 'ku', 'aman', 'aj', 'anjir', 'mlh', 'beli', 'ecerann', 'daerah', 'jawa', 'aj', 'ituu']"
dahlahh udah jdi korban🤧,"['dahlahh', 'korban']"
"tambahannnn, SOLAR langka bgt di daerah, alasannya sinyal eror, jd yg udh scan barcode, kudu nunggu 1 jam, klo blom satu jam di scan lg, berujung nambah jd 2 jam. gila bgt, pedagang mau muter ekonomi aja di persulit","['tambahannnn', 'solar', 'langka', 'daerah', 'alas', 'sinyal', 'eror', 'scan', 'barcode', 'kudu', 'nunggu', 'jam', 'blom', 'jam', 'scan', 'lg', 'ujung', 'nambah', 'jam', 'gila', 'dagang', 'muter', 'ekonomi', 'aja', 'sulit']"
podo mbaa disini banyak keluhan pertamak,"['podo', 'mbaa', 'keluh', 'tamak']"
"motor sek enak ISO di surung kancane, lha mobil matic lho opo ga nangis😭pas tb² mandeg jegrek tengah dalan. di surung ga kenek, bedo Karo mobil manual.","['motor', 'sek', 'enak', 'iso', 'surung', 'kancane', 'lha', 'mobil', 'matic', 'lho', 'opo', 'tidak', 'nangispas', 'tb', 'mandeg', 'jegrek', 'dal', 'surung', 'tidak', 'kenek', 'bedo', 'karo', 'mobil', 'manual']"
"aku sll isi pertalite kdng Pertamax aman aman aja,tp mmg tiap bulan aku sll service,ganti oli","['sll', 'isi', 'pertalite', 'kdng', 'pertamax', 'aman', 'aman', 'ajatp', 'mmg', 'sll', 'serviceganti', 'oli']"
"sudah bnyak korban , tpi blom ad tindakan. termasuk penipuan gak sih jual minyak buat .otor rusak","['bnyak', 'korban', 'tpi', 'blom', 'ad', 'tindak', 'tipu', 'tidak', 'jual', 'minyak', 'otor', 'rusak']"
org kaltim : kami pernah ada disitu di posisi mu🤣,"['orang', 'kaltim', 'situ', 'posisi', 'mu']"
Sama bgt mbak aq beli pertamax brebet ke bengkel habis 400,"['mbak', 'beli', 'pertamax', 'brebet', 'bengkel', 'habis']"
kreta brebet teruss anj laa,"['kreta', 'brebet', 'teruss', 'anj', 'laa']"
langsung cek ajah SPBU NYA MUMPUNG DI SPBU,"['langsung', 'cek', 'ajah', 'spbu', 'mumpung', 'spbu']"
tangkap mafia pertamina,"['tangkap', 'mafia', 'pertamina']"
"jgn asal umum kan sepihak pa de buktikan saja ,Tanki pom ada airnya atau Tanki gojek ada air nya karna sering beli ECER pas ujan di warung","['jangan', 'pa', 'de', 'bukti', 'tank', 'pom', 'air', 'tank', 'gojek', 'air', 'karna', 'beli', 'ecer', 'pas', 'ujan', 'warung']"
kemarin sore kirain baru ngisi langsung di periksa,"['kemarin', 'sore', 'kirain', 'ngisi', 'langsung', 'periksa']"
"ihhh sama tau motor aku jg gitu bbrp hari ini bahkan skrng aja masuk lg bengkel, kebetulan aku pake Pertamax","['ihhh', 'motor', 'gitu', 'bbrp', 'skrng', 'aja', 'masuk', 'lg', 'bengkel', 'pake', 'pertamax']"
ini bisa2 jadi demo part 2 nih🤣,"['demo', 'part']"
saran dong klo udh gini motornya gmn ya? takutnya pas dijalan malah mogok tiba tiba😭,"['saran', 'gin', 'motor', 'gmn', 'ya', 'takut', 'pas', 'jalan', 'mogok']"
orangnya lagi jualan bakso nih 😹,"['orang', 'jual', 'bakso']"
"mekanik untung
tapi capek jirr","['mekanik', 'untung', 'capek', 'jirr']"
alternatif nya apa guys😭,"['alternatif', 'guys']"
pasti ulah si bahlil😌,"['ulah', 'si', 'bahlil']"
benerrr motor gua juga brebet co,"['benerrr', 'motor', 'gua', 'brebet', 'co']"
asli bang sama udh bner cape ke bengkel😢,"['asli', 'bang', 'bner', 'cape', 'bengkel']"
"tukang bengkel 📈📈
anggota mekanik 📈📈
jurusan tkr📈📈📈
harga benerin motor📈📈
🗿🗿🗿🗿🗿💔","['tukang', 'bengkel', 'anggota', 'mekanik', 'jurus', 'tkr', 'harga', 'benerin', 'motor']"
loh😱,['loh']
"semua nya dioplos, jdi mau pakai bensin mana lagi?","['oplos', 'pakai', 'bensin']"
tukang bengkel:😋🤑💸💵💴💶💰💳,"['tukang', 'bengkel']"
aku isi di indomobil amannn 😄,"['isi', 'indomobil', 'amannn']"
Mobil aku juga pernah begitu!!,['mobil']
ANJJJ NYUSAHIN BGTTT😭😭😭😭😭,"['anjjj', 'nyusahin', 'bgttt']"
mobil ajaa brebet anj,"['mobil', 'ajaa', 'brebet', 'anj']"
tolak petronas yg memberi 100% bensin asli untuk bensin campuran good idea,"['tolak', 'petronas', 'bensin', 'asli', 'bensin', 'campur', 'good', 'idea']"
berarti lebih aman pertamax ya bang,"['aman', 'pertamax', 'ya', 'bang']"
"MUNGKIN STOK SUDAH SEDIKIT, BERALIH KE LISTRIK","['stok', 'alih', 'listrik']"
aku gak mau ngomong kasar bisa wakilkan gak ??🥺🥺🥺,"['tidak', 'ngomong', 'kasar', 'wakil', 'tidak']"
"jawa timur doang, jabar aman","['jawa', 'timur', 'doang', 'jabar', 'aman']"
Aku pertamax sama jugakayak gini😭,"['pertamax', 'jugakayak', 'gin']"
kita ini kaya sengaja digiring pake kendaraan listrik ga sih?,"['kaya', 'sengaja', 'giring', 'pake', 'kendara', 'listrik', 'tidak']"
lah kok podo yo wes ono 2 minggu iki vario.. d gas mlh mati🥺dulurq yo ngunu servis entek 300 mogok trus wes ono seminggu,"['podo', 'yo', 'wes', 'ono', 'minggu', 'iki', 'vario', 'gas', 'mlh', 'matidulurq', 'yo', 'ngunu', 'servis', 'entek', 'mogok', 'trus', 'wes', 'ono', 'minggu']"
sama ka saya juga isi pertamax kemaren sore skrng mtr brebet tapi blm dibawa ke bengkel,"['ka', 'isi', 'pertamax', 'kemaren', 'sore', 'skrng', 'mtr', 'brebet', 'blm', 'bawa', 'bengkel']"
Pertamina sedang rugi,"['pertamina', 'rugi']"
coba o yamaha mbak..mesine bandel..rata2 seng korban spedane honda 😂,"['coba', 'o', 'yamaha', 'mbakmesine', 'bandelrata', 'seng', 'korban', 'spedane', 'honda']"
SEKARANG PERTAMAX KSONG....MAUNYA APA PEMERINTAH INI...,"['pertamax', 'ksongmaunya', 'perintah']"
korban juga 😁,['korban']
kalah ama petronas jir..udah murah kualitas bagus,"['kalah', 'ama', 'petronas', 'jirudah', 'murah', 'kualitas', 'bagus']"
aku baru aja kena bg🗿,"['aja', 'kena', 'bg']"
terus isi bensin pake apa dongg??😭,"['isi', 'bensin', 'pake', 'dongg']"
apa ini cara pemerintah ngurangin populasi kendaraan pribadi🗿,"['perintah', 'ngurangin', 'populasi', 'kendara', 'pribadi']"
keknya sekarang harus beli sepeda aja deh. gaada bensin yg bisa dipercaya🙂,"['kek', 'beli', 'sepeda', 'aja', 'gaada', 'bensin', 'percaya']"
pdhl aku beli peramax loh 😭,"['pdhl', 'beli', 'peramax', 'loh']"
NTB msih amaan bngt😭🙏🏻,"['ntb', 'msih', 'ama', 'bngt']"
"Samaa astghfirr, dzolim bgt pemerintah","['samaa', 'astghfirr', 'dzolim', 'perintah']"
"SAMA KAKK, MOTORKU BARU 6 BULAN MASIH BARUU POLL BREBET BREBET BEAT CBS KU😭","['kakk', 'motor', 'baruu', 'poll', 'brebet', 'brebet', 'beat', 'cbs', 'ku']"
"isi dimana mb pom nya,bawa kekantor pengaduan pertamina, kl disana dipersulit. viralkan lg mb.... biar rakyat bs berlaku seperti nepal","['isi', 'mana', 'mb', 'pom', 'nyabawa', 'kantor', 'adu', 'pertamina', 'kl', 'sana', 'sulit', 'viralkan', 'lg', 'mb', 'rakyat', 'laku', 'nepal']"
shell aja nolak ... tuh Kan di campur 😂😂,"['shell', 'aja', 'nolak', 'tuh', 'campur']"
absen korban saya jg barusan🤦,"['absen', 'korban', 'barusan']"
Ya anak saya beli pertalit di daerahMalang sepeda di pakai pagi tadi jam7. berhenti mendadak. isi pertalit. di stater brebet mati. nuntun jadinya. gimana ini pak.,"['ya', 'anak', 'beli', 'pertalit', 'daerahmalang', 'sepeda', 'pakai', 'pagi', 'jam', 'henti', 'dadak', 'isi', 'pertalit', 'stater', 'brebet', 'mati', 'nuntun', 'gimana']"
emang kenyataan kok tonggoku ngisi motore mbrebet Nang bengkel entek 350 ewu lek emang rekayasa mosok wong AKEH seng kenek,"['emang', 'nyata', 'tonggoku', 'ngisi', 'motore', 'mbrebet', 'nang', 'bengkel', 'entek', 'ewu', 'lek', 'emang', 'rekayasa', 'mosok', 'akeh', 'seng', 'kenek']"
ahahaa ga bisa nyalahin tempat lain karena yg buka situ doang,"['ahahaa', 'tidak', 'nyalahin', 'buka', 'situ', 'doang']"
bagus pak sidak terus pak pertamina semuaaa,"['bagus', 'sidak', 'pertamina', 'semuaaa']"
sudah banyak korban pak de🤣🤣🤣,"['korban', 'de']"
"tp saya jualan di botol""gitu ga ada airnya.entah kl sdh masuk k Tanki motor keguncangan.","['jual', 'botolgitu', 'tidak', 'airnyaentah', 'kl', 'masuk', 'tank', 'motor', 'guncang']"
lil bahlil,"['lil', 'bahlil']"
Alhamdulillah Jateng Jaya semenjak dpt bansos,"['alhamdulillah', 'jateng', 'jaya', 'semenjak', 'dpt', 'bansos']"
penyiksaan pda rakyat,"['siksa', 'pda', 'rakyat']"
Pertamax sama aja,"['pertamax', 'aja']"
"Bahlil"" gua telat tka ini gra"" Bentol","['bahlil', 'gua', 'telat', 'tka', 'gra', 'bentol']"
saya isi Pertamax tadi jam 15.00 di pom bensin Madura. pas jam 16.50 brebet. Ya Allah😭,"['isi', 'pertamax', 'jam', 'pom', 'bensin', 'madura', 'pas', 'jam', 'brebet', 'ya', 'allah']"
kemarin gw sampe jatoh bang😭😭,"['kemarin', 'sampe', 'jatoh', 'bang']"
motorku juga brebet😭😭😭,"['motor', 'brebet']"
ternyata bukan gw aja,"['bukan', 'aja']"
solusi nya Pertamina harus punya mobil yg tangki nya transparan,"['solusi', 'pertamina', 'mobil', 'tangki', 'transparan']"
Pertamina sudah sulit di percaya,"['pertamina', 'sulit', 'percaya']"
kasian rakyat,"['kasi', 'rakyat']"
Pertamina gimana mau tanggung jawab kita bayar beli bensin kes aja rugi terliunan 🤣🤣🤣,"['pertamina', 'gimana', 'tanggung', 'bayar', 'beli', 'bensin', 'kes', 'aja', 'rugi', 'terliunan']"
Pertamax juga kotor ada residunya walaupun lebih kecil dari pertalite,"['pertamax', 'kotor', 'residu', 'pertalite']"
peraturan orang biadap di pusat,"['atur', 'orang', 'biadap', 'pusat']"
Ayo rim semangat!😅,"['ayo', 'rim', 'semangat']"
ikut sedehh nek motor anyar ..lha nek motorku ngunu karuan e beat lawas . nek amyar 😭😭menangis,"['sedehh', 'nek', 'motor', 'anyar', 'lha', 'nek', 'motor', 'ngunu', 'karuan', 'e', 'beat', 'lawas', 'nek', 'amyar', 'menang']"
pertalite pertamax ga ada bedanya,"['pertalite', 'pertamax', 'tidak', 'beda']"
yuk larisin spbu swasta aja rek,"['yuk', 'larisin', 'spbu', 'swasta', 'aja', 'rek']"
"biasanya aq isi bensin di sell, sekrng kosong terus, trpaksa isi Pertamax,","['isi', 'bensin', 'sell', 'sekrng', 'kosong', 'trpaksa', 'isi', 'pertamax']"
"podo mbak, beatku tak isi pertamax yo brebet","['podo', 'mbak', 'beatku', 'isi', 'pertamax', 'yo', 'brebet']"
Sama seperti yg aku alami. sekarang Ganti BP amannn josss,"['alami', 'ganti', 'bp', 'amannn', 'josss']"
SAMAAAA GABISA DI GASSS ANJIRRRR,"['samaaaa', 'gabisa', 'gasss', 'anjirrrr']"
punya keluargku kena semua,"['keluargku', 'kena']"
motor baru beli udh berebet😊,"['motor', 'beli', 'rebet']"
njay motor àyahku juga gituu😭😔,"['njay', 'motor', 'yahku', 'gituu']"
pertamax jugak,"['pertamax', 'jugak']"
"jadi cerita etanol itu bensin buangan, terus bensin yg pertalite di jadiin ke Pertamax","['cerita', 'etanol', 'bensin', 'buang', 'bensin', 'pertalite', 'jadiin', 'pertamax']"
punyaku tiba-tiba mati gtu 🥺bkn ap tkutny pas ngebut blkng ngebut jg eh ketabrak. naudzubillah min zallik,"['punya', 'tibatiba', 'mati', 'gtu', 'bkn', 'ap', 'tkutny', 'pas', 'ngebut', 'blkng', 'ngebut', 'eh', 'tabrak', 'naudzubillah', 'min', 'zallik']"
"bener"" si bahlul bikin ulah aja😭","['bener', 'si', 'bahlul', 'ulah', 'aja']"
punya gw juga kena juga jir,"['kena', 'jir']"
tetap saja bahlil tak tergoyahkan... maha sakti bahlil lakada apa tuh🤣,"['bahlil', 'goyah', 'maha', 'sakti', 'bahlil', 'lakada', 'tuh']"
rusak banget dahh Indonesia sekarang😔,"['rusak', 'banget', 'dahh', 'indonesia']"
klk pertamax aman ngga ya😭,"['klk', 'pertamax', 'aman', 'tidak', 'ya']"
Pajak 11% njirrr,"['pajak', 'njirrr']"
bahlil bahlil,"['bahlil', 'bahlil']"
"oke gaes punya pacarku juga gitu habis dibawa ke bengkel tetep aja brebet trus tadi malem dibawa ke bengkel lagi dan aku tanya ke orang bengkel kasus ini dah brp orang dia jawab beberapa hari ini dah 35 motor yg kasusnya sama, guendeng poll sih","['oke', 'gaes', 'pacar', 'gitu', 'habis', 'bawa', 'bengkel', 'tetep', 'aja', 'brebet', 'trus', 'malem', 'bawa', 'bengkel', 'orang', 'bengkel', 'brp', 'orang', 'motor', 'kasus', 'guendeng', 'poll']"
tapi untuk Jawatengah Jabar dan Banten sampai saat ini untuk pertalite Pertamax aman ngak ada yg mogok juga berebet mungkin harus di cek di SPBU nya yg curang atau sopir tangkinya coba di cek dulu lagian. ngak semua SPBU di Jatim tercampur air😂😂😂🙏,"['jawatengah', 'jabar', 'banten', 'pertalite', 'pertamax', 'aman', 'ngak', 'mogok', 'rebet', 'cek', 'spbu', 'curang', 'sopir', 'tangki', 'coba', 'cek', 'ngak', 'spbu', 'jatim', 'campur', 'air']"
"Aku aman saja ! pernah brebet mati ,ternyata switch dari standart samping yg eror,ya sudah matikan saja switch nya","['aman', 'brebet', 'mati', 'switch', 'standart', 'samping', 'erorya', 'mati', 'switch']"
Turbo juga ga yaa😭🙏,"['turbo', 'tidak', 'yaa']"
kenapa pelakunya msh aman n menjabat yaa,"['laku', 'msh', 'aman', 'n', 'jabat', 'yaa']"
"MOTORKU JG SAMA IH RUSAK BEBEREBEDAN PADAHAL AKU SELALU ISI PERTAMAX, TRNYATA KRNA AKU G PRNH SERVICE😔","['motor', 'ih', 'rusak', 'beberebedan', 'isi', 'pertamax', 'trnyata', 'krna', 'tidak', 'prnh', 'service']"
Plat merah mana ada yg bagus 😘,"['plat', 'merah', 'bagus']"
ganti bahan bakar mobil aja dlu kak.aman,"['ganti', 'bahan', 'bakar', 'mobil', 'aja', 'dlu', 'kakaman']"
Bahlull meninggalkan grup🗿,"['bahlull', 'tinggal', 'grup']"
gara2 etanol itu😃,"['gara', 'etanol']"
kusut pertalit,"['kusut', 'pertalit']"
bener itu campur 10%etanol,"['bener', 'campur', 'etanol']"
motor jd brebet mulu.. padahal sblm jln sdh di warm up,"['motor', 'brebet', 'mulu', 'sblm', 'jln', 'warm', 'up']"
tolong di usuult tentang BBM di sini udah lama merugikan membahayakan merusak,"['tolong', 'usuult', 'bbm', 'rugi', 'bahaya', 'rusak']"
etanol itu berubah jadi air yaa,"['etanol', 'ubah', 'air', 'yaa']"
musim ujan skrng,"['musim', 'ujan', 'skrng']"
ijin pak harusnya bapa beli di Pertamina langsung jangan bgtu .kawatir oknum yg membuat rusuh . mending bapa bawa botol isi ke pertalitnya langsung .biar tau bukti aslinya..,"['ijin', 'bapa', 'beli', 'pertamina', 'langsung', 'jangan', 'bgtu', 'kawatir', 'oknum', 'rusuh', 'mending', 'bapa', 'bawa', 'botol', 'isi', 'pertalitnya', 'langsung', 'bukti', 'asli']"
"td ada yg servis motor ditmpat suamiku,pertmaa diisi pertalit,trus brebet,akhirnya diisi pertamak eh malah mati,dikuras bensin nya warna nya jadi merah","['td', 'servis', 'motor', 'ditmpat', 'suamikupertmaa', 'isi', 'pertalittrus', 'brebetakhirnya', 'isi', 'tamak', 'eh', 'matidikuras', 'bensin', 'warna', 'merah']"
usut bos sampe tuntas,"['usut', 'bos', 'sampe', 'tuntas']"
sumpah pantesan motor gua brebet anjir,"['sumpah', 'pantesan', 'motor', 'gua', 'brebet', 'anjir']"
Pertamina mana ngaku,"['pertamina', 'ngaku']"
Moh salah,"['moh', 'salah']"
ini semua gara gara reza chalid,"['gara', 'gara', 'reza', 'chalid']"
"Pertama sudah saatnya di pimpin Ahok, supaya oknum2 di internal dibantai yg merugikan masyarakat luas di Indonesia","['pimpin', 'ahok', 'oknum', 'internal', 'bantai', 'rugi', 'masyarakat', 'luas', 'indonesia']"
"tutor nyurung motor mbakk😫, aku ket biyen belajar, raiso isoo😫😭","['tutor', 'nyurung', 'motor', 'mbakk', 'ket', 'biyen', 'ajar', 'raiso', 'isoo']"
Pertamina sepi wisan Ket wingi,"['pertamina', 'sepi', 'wisan', 'ket', 'wing']"
sama kak menghhindari pertalite malah Kennak Krn ganti pertamax 😭😭,"['kak', 'menghhindari', 'pertalite', 'kennak', 'krn', 'ganti', 'pertamax']"
"PERTAMINAINDONESIA GIMANA INIH
MASA KITA BELI BENSIN BAYAR PERTAMINA YANG RUGI
KAN MOTOR KITA"" YANG PADA RUSAK😭😭😭","['pertaminaindonesia', 'gimana', 'inih', 'beli', 'bensin', 'bayar', 'pertamina', 'rugi', 'motor', 'rusak']"
sama kak...aku ya pakai Pertamax Uda lamaaaa...tetep ngadat jugaaa,"['kakaku', 'ya', 'pakai', 'pertamax', 'uda', 'lamaaaatetep', 'ngadat', 'jugaaa']"
di daerah mana ini,['daerah']
"fulpum, injektor,busi. dah kena semuaa","['fulpum', 'injektorbusi', 'kena', 'semuaa']"
rapopo skalian service. lek gak ngunu gak tau mok service,"['rapopo', 'skalian', 'service', 'lek', 'tidak', 'ngunu', 'tidak', 'mok', 'service']"
podo mbk 😭,"['podo', 'mbk']"
sama ka,['ka']
tapi beat pop tak isi pertalite terus GK brebet 🗿,"['beat', 'pop', 'isi', 'pertalite', 'tidak', 'brebet']"
"motor putriku yo angel di starter, padahal biasane ora. lokasi jombang,","['motor', 'putri', 'yo', 'angel', 'starter', 'biasane', 'ora', 'lokasi', 'jombang']"
"pertalit pertamax
sm saja
bikin brebet","['pertalit', 'pertamax', 'sm', 'brebet']"
knpa kmareb blik knpa komplen nya baru2,"['knpa', 'kmareb', 'blik', 'knpa', 'komplen']"
suamiku juga d sidoajo sampek g bisa kerja....tapi paling sakit hati lihat respon pertamina dan bahlil,"['suami', 'sidoajo', 'sampek', 'tidak', 'kerjatapi', 'sakit', 'hati', 'lihat', 'respon', 'pertamina', 'bahlil']"
"podo mbk,,beat e ank ku yo ngono,brebet,terus padahal wsd service pancet ae,gk onk hasil e,pancet brebet","['podo', 'mbkbeat', 'e', 'ank', 'ku', 'yo', 'ngonobrebetterus', 'wsd', 'service', 'pancet', 'aegk', 'onk', 'hasil', 'epancet', 'brebet']"
Intinya sebelum menterinya ganti jangan beli di plat merah,"['inti', 'menteri', 'ganti', 'jangan', 'beli', 'plat', 'merah']"
aku aja ngisi pertalite di SPBU 15ribu lngsung brebet ka,"['aja', 'ngisi', 'pertalite', 'spbu', 'ribu', 'lngsung', 'brebet', 'ka']"
"Alhamdulillah spedaku gak pernah rewel ,ngisi bensin dimanapun aman aja.","['alhamdulillah', 'spedaku', 'tidak', 'rewel', 'ngisi', 'bensin', 'mana', 'aman', 'aja']"
Kayak aku kmrin motorku wes ape sakaratul maut 😩😩pertamina onok ae gebrakanne😡😡😡,"['kayak', 'kmrin', 'motor', 'wes', 'ape', 'sakaratul', 'maut', 'pertamina', 'onok', 'ae', 'gebrakanne']"
partalit etanol 50%,"['partalit', 'etanol']"
"pertalite udah gk bagus tambah ancur lagi gara"" balil🤣
paling bner pke pertamax emg","['pertalite', 'tidak', 'bagus', 'ancur', 'gara', 'balil', 'bner', 'pke', 'pertamax']"
bukanya kemaren2 udh kena kasus kok malah tambah parah si😭,"['buka', 'kemaren', 'kena', 'parah', 'si']"
kang bengkel,"['kang', 'bengkel']"
Motorku juga udah mulai brebet ni.,"['motor', 'brebet', 'ni']"
mana kemarin abis isi pertalite😭😭😭,"['kemarin', 'abis', 'isi', 'pertalite']"
"Podo mbukak..😭beat street ku THN ini Yoan , busine gosong, filtere rupane kyk areng.","['podo', 'mbukakbeat', 'street', 'ku', 'thn', 'yoan', 'busine', 'gosong', 'filtere', 'rupane', 'kyk', 'areng']"
"wingi gonku y mari mlebu bengkel MBK,
sak gurunge isi aman mari isi sekitar 5km an brebet, akhire y Ng bengkel wes","['wing', 'gonku', 'y', 'mari', 'mlebu', 'bengkel', 'mbk', 'sak', 'gurunge', 'isi', 'aman', 'mari', 'isi', 'km', 'an', 'brebet', 'akhire', 'y', 'ng', 'bengkel', 'wes']"
podo mbak 😭,"['podo', 'mbak']"
mntrinya dipulangin aja deh,"['mntrinya', 'dipulangin', 'aja']"
"di tempat saya juga banyak yg mengeluh motor brebret
di kira rusah teryata semua yg habis di isi pertalite semua seperti itu","['keluh', 'motor', 'brebret', 'rusah', 'teryata', 'habis', 'isi', 'pertalite']"
knp GK ambil sample langsung dari selangnya😭😭,"['tidak', 'ambil', 'sample', 'langsung', 'selang']"
memang di FB sekarang juga viral berapa Minggu ini pertalite bikin motor brebet apa lagi motor tua yg pengapianya kurang normal langsung dah mogok kayak motor ku bener sekarang gak jalan tak otak Atik karbunya malah GK karu karuan,"['fb', 'viral', 'minggu', 'pertalite', 'motor', 'brebet', 'motor', 'tua', 'pengapianya', 'normal', 'langsung', 'mogok', 'kayak', 'motor', 'ku', 'bener', 'tidak', 'jalan', 'otak', 'atik', 'karbunya', 'tidak', 'karu', 'karuan']"
"di Surabaya juga rame, ada orang mogok","['surabaya', 'rame', 'orang', 'mogok']"
boleh pake canpuran etanol tapi negara maju,"['pake', 'canpuran', 'etanol', 'negara', 'maju']"
pantes tangki bensin gua sering karatan 3 bulan terakhir ini🤣,"['pantes', 'tangki', 'bensin', 'gua', 'karat']"
"astagaaa isi Pertamax dioplos, pertalite juga dioplos trus suruh percaya gituuu 😪","['astagaaa', 'isi', 'pertamax', 'oplos', 'pertalite', 'oplos', 'trus', 'suruh', 'percaya', 'gituuu']"
doa tukang benkel di ijabah😭,"['doa', 'tukang', 'benkel', 'ijabah']"
mengacaukan masa depan tenan iki.. kok ngene men yo yoooo,"['acau', 'tenan', 'iki', 'ngene', 'men', 'yo', 'yoooo']"
"haalahhh aq aja isi pertalite tgl 31 okt an kli ga salah.lgsung mrebett PCX ku. isi 30rb.brebeetttt bettt😅😅😅 trs nunggu abis sampe kedip2, isi pertamax Turbo, yaa sek ttp brebeettt beettt","['haalahhh', 'aja', 'isi', 'pertalite', 'tanggal', 'okt', 'an', 'kli', 'tidak', 'salahlgsung', 'mrebett', 'pcx', 'ku', 'isi', 'rbbrebeetttt', 'bettt', 'trs', 'nunggu', 'abis', 'sampe', 'kedip', 'isi', 'pertamax', 'turbo', 'yaa', 'sek', 'ttp', 'brebeettt', 'beettt']"
"Motor beat baru 8bln kalau jalan nyendat,scopy sampek gak bisa nyala sisa 1 motor yg masih aman gak brani ngisi 😭😭😭😭😭 ku biarkan nganggur digarasi bensine habis","['motor', 'beat', 'bln', 'jalan', 'nyendatscopy', 'sampek', 'tidak', 'nyala', 'sisa', 'motor', 'aman', 'tidak', 'brani', 'ngisi', 'ku', 'biar', 'nganggur', 'garasi', 'bensine', 'habis']"
Pertamini zholim sekali kepada rakyat...,"['pertamini', 'zholim', 'rakyat']"
"podo mbakk, iki motorku yo brebet bet bett😭","['podo', 'mbakk', 'iki', 'motor', 'yo', 'brebet', 'bet', 'bett']"
Pertamina menyusahkan rkyt,"['pertamina', 'susah', 'rkyt']"
"motorku beat juga kena,ganti bussi juga akhir September,Oktober ganti busi lagi😞","['motor', 'beat', 'kenaganti', 'bussi', 'septemberoktober', 'ganti', 'busi']"
mbakk.. samaaa.. beatkuu mogok donggg pas jmput sekolahh.. padahal udh ganti pertamax😌,"['mbakk', 'samaaa', 'beatkuu', 'mogok', 'donggg', 'pas', 'jmput', 'sekolahh', 'ganti', 'pertamax']"
ini semua agar molis laku,"['mol', 'laku']"
"yg ngeluh kebanyakan honda matic keluaran terbaru,,sedangkan yg yamaha mo kluaran baru ato lama gak masalah,,jangan2 matic honda","['ngeluh', 'banyak', 'honda', 'matic', 'keluar', 'terbarusedangkan', 'yamaha', 'mo', 'kluaran', 'ato', 'tidak', 'masalahjangan', 'matic', 'honda']"
"kok Pertamina sing salahne,kudune sing gawe kebijakan","['pertamina', 'sing', 'salahnekudune', 'sing', 'gawe', 'bijak']"
SINI SAT SET BACK LANGSUNG SEMUA 😍🔥,"['sat', 'set', 'back', 'langsung']"
padahal akibat nya udah bisa di liat secara langsung Lo kok masih nyngkal doa nya 🗿,"['akibat', 'liat', 'langsung', 'nyngkal', 'doa']"
"Ini lah pom yg di Surabaya itu toh , seng tempate gak terlalu gede","['pom', 'surabaya', 'seng', 'tempate', 'tidak', 'gede']"
kok gua pakai pertalite aman aman ajai?,"['gua', 'pakai', 'pertalite', 'aman', 'aman', 'aja']"
"ganti saja menterinya,biar gak kerja numpang keren saja","['ganti', 'menterinyabiar', 'tidak', 'kerja', 'numpang', 'keren']"
"kalau SPBU yg bukan no SPBU nya diawali 31, semua bbm di oplos ga murni pertalite,pertamax...itu kabar yg real sy terima dari tmn yg kerja di Priok","['spbu', 'bukan', 'no', 'spbu', 'awal', 'bbm', 'oplos', 'tidak', 'murni', 'pertalitepertamaxitu', 'kabar', 'real', 'sy', 'terima', 'tmn', 'kerja', 'priok']"
